"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","ACV__c","Account__c","Contact__c","ContractUpdate__c","Description__c","Event__c","ExpectedCloseDate__c","ExpectedDuration__c","HearingStatus__c","LostDate__c","LostReason__c","MRR__c","NextActivityDate__c","NextStep__c","Pricebook2__c","ProposalStatus__c","SourceChannel__c","StageName__c","StandardCloseDate__c","StandardProbability__c","StandardStartDate__c","StartDate__c","ARR__c","ExpectedRevenue__c","IsClosed__c","IsWon__c","AccountCount__c","PlanCategory__c","ProductCategory__c","CsStage__c","ContractStartMonth__c"
"a08RB00001Z16QTYAZ","005d5000005X5qEAAS","false","株式会社ひかり工務店 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTqkmYAD","003RB00001NsWvpYAF","月","","","","12.0","","","","8800.0","","","","","","Closed Won","2025-07-04","100.0","","","105600.0","105600.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z16QUYAZ","005d5000005X5qEAAS","false","株式会社オークハウス（本社） の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","001RB00001VTqkkYAD","","月","","","","12.0","","2025-10-09","Needs mismatch","0.0","","","","","","Closed Lost","2025-10-09","","","","0.0","0.0","true","false","","","受託開発","",""
"a08RB00001Z16QVYAZ","005d5000005X5qEAAS","false","中央日本土地建物株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","660000.0","001RB00001VTqkJYAT","003RB00001NsWwfYAF","月","","","","12.0","","2026-01-05","Support or track record concern","55000.0","","","","","","Closed Lost","2026-01-05","","","","660000.0","0.0","true","false","5.0","Enterprise","Rendery","",""
"a08RB00001Z16QWYAZ","005d5000005X5qEAAS","false","株式会社レーベントラスト の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","726000.0","001RB00001VTqbqYAD","","月","","","","12.0","","","","60500.0","2025-12-15","","","","","Closed Won","2025-08-28","100.0","","","726000.0","726000.0","true","true","1.0","Pro","knock knock AI","",""
"a08RB00001Z16QXYAZ","005d5000005X5qEAAS","false","矢作建設工業株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","","","","660000.0","001RB00001VTqlfYAD","","月","","","","12.0","","","","55000.0","","","","","","Closed Won","2025-06-12","100.0","","","660000.0","660000.0","true","true","5.0","Enterprise","Rendery","S1",""
"a08RB00001Z16QYYAZ","005d5000005X5qEAAS","false","三井不動産レジデンシャルリース株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","2244000.0","001RB00001VTqbXYAT","003RB00001NsN9uYAF","月","","","","12.0","","2025-10-15","Competitor comparison","187000.0","","","","","","Closed Lost","2025-10-15","","","","2244000.0","0.0","true","false","2.0","Enterprise","knock knock AI","",""
"a08RB00001Z16QZYAZ","005d5000005X5qEAAS","false","東急建設株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTrseYAD","003RB00001NsWvBYAV","月","","","","12.0","","","","8800.0","2025-08-04","","","","","ValueProposition","","50.0","","","105600.0","52800.0","false","false","1.0","Pro","Rendery","",""
"a08RB00001Z16QaYAJ","005d5000005X5qEAAS","false","一条工務店 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","211200.0","001RB00001VTqbnYAD","003RB00001NsMbLYAV","月","","","","12.0","","","","17600.0","","","","","","Closed Won","2025-08-05","100.0","","","211200.0","211200.0","true","true","2.0","Pro","Rendery","",""
"a08RB00001Z16QbYAJ","005d5000005X5qEAAS","false","株式会社コスモスイニシア の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","145200.0","001RB00001VTqgBYAT","003RB00001NsMqHYAV","月","","","","12.0","","2025-10-15","Needs mismatch","12100.0","","","","","","Closed Lost","2025-10-15","","","","145200.0","0.0","true","false","1.0","Basic","knock knock AI","",""
"a08RB00001Z16QcYAJ","005d5000005X5qEAAS","false","株式会社賃貸メイト の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","2244000.0","001RB00001VTqlmYAD","003RB00001NsNcjYAF","月","","","","12.0","","2025-08-29","Competitor comparison","187000.0","","","","","","Closed Lost","2025-08-29","","","","2244000.0","0.0","true","false","2.0","Enterprise","knock knock AI","",""
"a08RB00001Z16QdYAJ","005d5000005X5qEAAS","false","株式会社ゼンリン東海 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","001RB00001VTqdzYAD","003RB00001NsMc9YAF","月","","","","12.0","","","","0.0","","","","","","Prospecting","","10.0","","","0.0","0.0","false","false","","","","",""
"a08RB00001Z16QeYAJ","005d5000005X5qEAAS","false","株式会社クラッチワークス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-08T03:39:25.000Z","005RB00000YoJyLYAV","2026-07-08T03:39:25.000Z","","","","0.0","001RB00001VTqb9YAD","","月","","","","12.0","","2026-01-01","Needs mismatch","0.0","2025-10-20","","","","","Negotiation","","80.0","","","0.0","0.0","false","false","","","","",""
"a08RB00001Z16QfYAJ","005d5000005X5qEAAS","false","株式会社オープンハウス・ディベロップメント の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","001RB00001VTqV6YAL","003RB00001NsNctYAF","月","","","","12.0","","2025-08-28","Timing mismatch","0.0","","","","","","Closed Lost","2025-08-28","","","","0.0","0.0","true","false","","","Rendery","",""
"a08RB00001Z16QgYAJ","005d5000005X5qEAAS","false","株式会社ゴールドクレスト の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","660000.0","001RB00001VTrOfYAL","","月","","","","12.0","","","","55000.0","","","","","","ValueProposition","","50.0","","","660000.0","330000.0","false","false","5.0","Enterprise","Rendery","",""
"a08RB00001Z16QhYAJ","005d5000005X5qEAAS","false","東建コーポレーション株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","726000.0","001RB00001VTrxGYAT","003RB00001NsMbAYAV","月","","","","12.0","","2025-09-03","Out of scope","60500.0","","","","","","Closed Lost","2025-09-03","","","","726000.0","0.0","true","false","1.0","Pro","knock knock AI","",""
"a08RB00001Z16QiYAJ","005d5000005X5qEAAS","false","株式会社クラス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTqkSYAT","","月","","","","12.0","","","","8800.0","","","","","","Closed Won","2025-09-08","100.0","","","105600.0","105600.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z16QjYAJ","005d5000005X5qEAAS","false","生和コーポレーション株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTqmcYAD","","月","","","","12.0","","","","8800.0","2026-03-01","","","","","Closed Won","2025-11-10","100.0","","","105600.0","105600.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z16QkYAJ","005RB00000grTzlYAE","false","株式会社アル.パートナーズ建築設計 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-30T04:29:21.000Z","005RB00000grTzlYAE","2026-07-30T04:29:21.000Z","","","","316800.0","001RB00001VTqlvYAD","003RB00001NsWvtYAF","月","","","","12.0","","","","26400.0","2026-02-25","","","","","Closed Lost","","10.0","","2025-06-01","316800.0","31680.0","true","false","3.0","Pro","Rendery","","2025/06"
"a08RB00001Z16QlYAJ","005d5000005X5qEAAS","false","株式会社グローバルセンター の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","145200.0","001RB00001VTqm2YAD","","月","","","","12.0","","","","12100.0","","","","","","Closed Won","2025-07-16","100.0","","","145200.0","145200.0","true","true","1.0","Basic","knock knock AI","",""
"a08RB00001Z16QnYAJ","005d5000005X5qEAAS","false","アイリスチトセ株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","600000.0","001RB00001VTqlZYAT","","月","","","2026-03-01","12.0","","2026-04-22","Key person unreachable","50000.0","","","","","","Closed Lost","2026-04-22","","","","600000.0","0.0","true","false","5.0","Enterprise","Rendery","",""
"a08RB00001Z16QoYAJ","005d5000005X5qEAAS","false","株式会社白水社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","2440000.0","001RB00001VTqm4YAD","","月","","","2026-07-01","12.0","","","","195000.0","2026-04-01","","","","","ValueProposition","","50.0","","","2340000.0","1170000.0","false","false","13.0","Enterprise","Rendery","",""
"a08RB00001Z16QpYAJ","005d5000005X5qEAAS","false","プラナス株式会社一級建築士事務所 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","66000.0","001RB00001VTqmCYAT","","月","","","","12.0","","","","5500.0","2025-07-28","","","","","Closed Won","2025-08-28","100.0","","","66000.0","66000.0","true","true","1.0","Basic","Rendery","",""
"a08RB00001Z16QqYAJ","005d5000005X5qEAAS","false","大東建託株式会社 設計センター（アップセル）","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-29T05:48:46.000Z","005RB00000YoJyLYAV","2026-07-29T05:48:46.000Z","","","","1584000.0","001RB00001VTruMYAT","003RB00001NsM8HYAV","月","","","","12.0","初回打合せ完了","","","132000.0","","","","提案済み","","Negotiation","","80.0","","2026-10-01","1584000.0","1267200.0","false","false","12.0","Enterprise","Rendery","S1","2026/10"
"a08RB00001Z16QrYAJ","005d5000005X5qEAAS","false","株式会社アルファ建築設計事務所 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTqnBYAT","","月","","","","12.0","","","","8800.0","","","","","","Closed Won","2025-07-15","100.0","","","105600.0","105600.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z16QsYAJ","005d5000005X5qEAAS","false","株式会社JR東日本建築設計 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTrHVYA1","","月","","","","12.0","","","","8800.0","","","","","","Closed Won","2025-07-15","100.0","","","105600.0","105600.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z16QtYAJ","005d5000005X5qEAAS","false","株式会社石勝エクステリア の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","","","","1780000.0","001RB00001VTqnMYAT","","月","","","","12.0","","","","140000.0","","","","","","Closed Won","2025-10-02","100.0","","","1680000.0","1680000.0","true","true","12.0","Enterprise","Rendery","S1",""
"a08RB00001Z16QvYAJ","005d5000005X5qEAAS","false","株式会社マルク の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","726000.0","001RB00001VTqlrYAD","","月","","","","12.0","","","","60500.0","","","","","","Closed Won","2025-07-18","100.0","","","726000.0","726000.0","true","true","1.0","Pro","knock knock AI","",""
"a08RB00001Z16QwYAJ","005d5000005X5qEAAS","false","Atelier Ohtaki architecture の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","66000.0","001RB00001VTqmGYAT","","月","","","","12.0","","","","5500.0","","","","","","Closed Won","2025-07-18","100.0","","","66000.0","66000.0","true","true","1.0","Basic","Rendery","",""
"a08RB00001Z16QxYAJ","005d5000005X5qEAAS","false","JOA株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-08-10T02:16:15.000Z","005RB00000eezKIYAY","2026-08-10T02:16:15.000Z","","","","660000.0","001RB00001VTqmBYAT","003RB00001NsWwPYAV","月","","","","12.0","","","","55000.0","","","","","","Closed Won","2025-08-22","100.0","","2026-04-01","660000.0","660000.0","true","true","5.0","Enterprise","Rendery","S4","2026/04"
"a08RB00001Z16QyYAJ","005d5000005X5qEAAS","false","ホームトレードセンター株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","145200.0","001RB00001VTqnbYAD","","月","","","","12.0","","","","12100.0","","","","","","Closed Won","2025-07-25","100.0","","","145200.0","145200.0","true","true","1.0","Basic","knock knock AI","",""
"a08RB00001Z16QzYAJ","005d5000005X5qEAAS","false","株式会社日立プラントサービス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","1320000.0","001RB00001VTqnJYAT","","月","","","2026-06-01","12.0","","2026-05-22","Needs mismatch","110000.0","2026-02-16","","","","","Closed Lost","2026-05-22","","","","1320000.0","0.0","true","false","10.0","Enterprise","Rendery","",""
"a08RB00001Z16R0YAJ","005d5000005X5qEAAS","false","エコワークス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","145200.0","001RB00001VTqjqYAD","003RB00001NsShHYAV","月","","","","12.0","","","","12100.0","","","","","","Prospecting","","10.0","","","145200.0","14520.0","false","false","1.0","Basic","knock knock AI","",""
"a08RB00001Z16R1YAJ","005d5000005X5qEAAS","true","戸田建設株式会社 Upsell の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-08-10T02:55:01.000Z","005RB00000eezKIYAY","2026-08-10T02:55:01.000Z","","","","396000.0","001RB00001VTrmnYAD","","月","","","","12.0","","","","33000.0","","","","","","Closed Won","2025-07-30","100.0","","","396000.0","396000.0","true","true","3.0","Enterprise","Rendery","S1",""
"a08RB00001Z16R2YAJ","005d5000005X5qEAAS","false","ノムラメディアス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-22T12:00:15.000Z","005RB00000YoJyLYAV","2026-07-22T12:00:15.000Z","","","","1056000.0","001RB00001VTCZGYA5","","月","","","","12.0","","","","88000.0","2025-11-19","","","","","Closed Lost","","10.0","","","1056000.0","105600.0","true","false","8.0","Enterprise","Rendery","",""
"a08RB00001Z16R3YAJ","005d5000005X5qEAAS","false","プラス株式会社ファニチャーカンパニー の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","924000.0","001RB00001VTCZPYA5","","月","","","2026-03-01","12.0","","","","77000.0","","","","","","Closed Lost","","","","","924000.0","0.0","true","false","7.0","Enterprise","Rendery","",""
