Id,Name,Invoice__c,Invoice__r.ParentContract__c,Invoice__r.Account__c,ProductMaster__c,ProductMaster__r.Name,ProductMaster__r.MRR_Target__c,Description__c,Quantity__c,Line_Amount__c,Unit_Price__c
a01RB00001VdyewYAB,INVL-0000000019,a00RB000024Ux4HYAS,a04RB00000kVL7MYAW,001RB00001VcyFLYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,交通費（片道）,2,1940,970
a01RB00001VdyexYAB,INVL-0000000020,a00RB000024Ux4IYAS,a04RB00000kVL7eYAG,001RB00001VTqkoYAD,a0CRB0000CcXZ6x2QG,受託開発,false,最終納品費,1,1670000,1670000
a01RB00001VdyeyYAB,INVL-0000000021,a00RB000024Ux4JYAS,a04RB00000kVL7XYAW,001RB00001VcyFMYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,【要件定義】 ヒアリング・仕様整理,1,1300000,1300000
a01RB00001VdyezYAB,INVL-0000000022,a00RB000024Ux4JYAS,a04RB00000kVL7XYAW,001RB00001VcyFMYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,【基本設計】UI設計・構成設計,2,2600000,1300000
a01RB00001Vdyf0YAB,INVL-0000000023,a00RB000024Ux4JYAS,a04RB00000kVL7XYAW,001RB00001VcyFMYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,【詳細設計】 モジュール間IF仕様設計,1,1300000,1300000
a01RB00001Vdyf1YAB,INVL-0000000024,a00RB000024Ux4JYAS,a04RB00000kVL7XYAW,001RB00001VcyFMYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,【実装】 インフラ構築/フロントエンド/バックエンド開発,4,5200000,1300000
a01RB00001Vdyf2YAB,INVL-0000000025,a00RB000024Ux4JYAS,a04RB00000kVL7XYAW,001RB00001VcyFMYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,【テスト・導入】 動作検証、導入支援,1,1300000,1300000
a01RB00001Vdyf3YAB,INVL-0000000026,a00RB000024Ux4KYAS,a04RB00000kUANdYAO,001RB00001VTqlYYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery(エンタープライズ用),8,64000,8000
a01RB00001Vdyf4YAB,INVL-0000000027,a00RB000024Ux4LYAS,a04RB00000kUANiYAO,001RB00001VTqlHYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,42,462000,11000
a01RB00001Vdyf5YAB,INVL-0000000028,a00RB000024Ux4MYAS,a04RB00000kUAObYAO,001RB00001VTqleYAD,a0CRB0000CcXZ6R2QW,[代理販売20%] Rendery Proプラン,true,Rendery_Pro_月額利用料_注文番号：405016880,2,12800,6400
a01RB00001Vdyf6YAB,INVL-0000000029,a00RB000024Ux4NYAS,a04RB00000kUAOEYA4,001RB00001VTrtrYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery(Pro用)・月額料金,6,48000,8000
a01RB00001Vdyf7YAB,INVL-0000000030,a00RB000024Ux4OYAS,a04RB00000kVL7dYAG,001RB00001VcyFNYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,VISIOALパース,1,120000,120000
a01RB00001Vdyf8YAB,INVL-0000000031,a00RB000024Ux4PYAS,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,12,132000,11000
a01RB00001Vdyf9YAB,INVL-0000000032,a00RB000024Ux4QYAS,a04RB00000kVL7iYAG,001RB00001VTqUVYA1,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,19,209000,11000
a01RB00001VdyfAYAR,INVL-0000000033,a00RB000024Ux4RYAS,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,10,110000,11000
a01RB00001VdyfBYAR,INVL-0000000034,a00RB000024Ux4SYAS,a04RB00000kUAQAYA4,001RB00001VTrGkYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfCYAR,INVL-0000000035,a00RB000024Ux4TYAS,a04RB00000kUAOfYAO,001RB00001VTqxsYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,5,40000,8000
a01RB00001VdyfDYAR,INVL-0000000036,a00RB000024Ux4UYAS,a04RB00000kVL7aYAG,001RB00001VTqnMYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_3月ご利用分,10,110000,11000
a01RB00001VdyfEYAR,INVL-0000000037,a00RB000024Ux4UYAS,a04RB00000kVL7aYAG,001RB00001VTqnMYAT,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,セキュリティオプション_シングルサインオン_3月ご利用分,1,30000,30000
a01RB00001VdyfFYAR,INVL-0000000038,a00RB000024Ux4VYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン10アカウント_月額,10,150000,15000
a01RB00001VdyfGYAR,INVL-0000000039,a00RB000024Ux4VYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用_月額,1,100000,100000
a01RB00001VdyfHYAR,INVL-0000000040,a00RB000024Ux4WYAS,a04RB00000kUAOgYAO,001RB00001VTqy1YAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001VdyfIYAR,INVL-0000000041,a00RB000024Ux4XYAS,a04RB00000kUAQ9YAO,001RB00001VTqatYAD,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン,1,55000,55000
a01RB00001VdyfJYAR,INVL-0000000042,a00RB000024Ux4YYAS,a04RB00000kUAOpYAO,001RB00001VTqW8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_3アカウント_月額費用,3,24000,8000
a01RB00001VdyfKYAR,INVL-0000000043,a00RB000024Ux4ZYAS,a04RB00000kUAOhYAO,001RB00001VTr0hYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額費用,1,8000,8000
a01RB00001VdyfLYAR,INVL-0000000044,a00RB000024Ux4aYAC,a04RB00000kUAQCYA4,001RB00001VTrkYYAT,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン(月額),1,55000,55000
a01RB00001VdyfMYAR,INVL-0000000045,a00RB000024Ux4bYAC,a04RB00000kUAQBYA4,001RB00001VTtIiYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfNYAR,INVL-0000000046,a00RB000024Ux4cYAC,a04RB00000kUAOtYAO,001RB00001VTrkRYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,2,16000,8000
a01RB00001VdyfOYAR,INVL-0000000047,a00RB000024Ux4dYAC,a04RB00000kUAPdYAO,001RB00001VTtIUYA1,a0CRB0000CcXZ6x2QG,受託開発,false,knock knock AI_Enterpriseプラン_1100クレジット,1100,159500,145
a01RB00001VdyfPYAR,INVL-0000000048,a00RB000024Ux4eYAC,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6k2QG,[月払] knock knock AI Enterpriseプラン 500クレジット,true,VISIOAL＿ベーシックプラン,3,255000,85000
a01RB00001VdyfQYAR,INVL-0000000049,a00RB000024Ux4eYAC,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,既存写真との整合（敷地）,1,30000,30000
a01RB00001VdyfRYAR,INVL-0000000050,a00RB000024Ux4eYAC,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6d2QG,Rendery セキュリティオプション(IP制限)_運用費用,true,詳細整合（インテリア）,2,50000,25000
a01RB00001VdyfSYAR,INVL-0000000051,a00RB000024Ux4eYAC,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,確認タイミング追加,1,30000,30000
a01RB00001VdyfTYAR,INVL-0000000052,a00RB000024Ux4eYAC,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,追加修正,3,90000,30000
a01RB00001VdyfUYAR,INVL-0000000053,a00RB000024Ux4fYAC,a04RB00000kUAQ0YAO,001RB00001VTtIfYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfVYAR,INVL-0000000054,a00RB000024Ux4gYAC,a04RB00000kUAPzYAO,001RB00001VTqfsYAD,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfWYAR,INVL-0000000055,a00RB000024Ux4hYAC,a04RB00000kVL7fYAG,001RB00001VTtIeYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン,1,11000,11000
a01RB00001VdyfXYAR,INVL-0000000056,a00RB000024Ux4iYAC,a04RB00000kUAPxYAO,001RB00001VTtIdYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,KnockKnockAI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfYYAR,INVL-0000000057,a00RB000024Ux4jYAC,a04RB00000kVL7ZYAW,001RB00001VTtIcYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdyfZYAR,INVL-0000000058,a00RB000024Ux4kYAC,a04RB00000kUAP3YAO,001RB00001VTqeXYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001VdyfaYAB,INVL-0000000059,a00RB000024Ux4lYAC,a04RB00000kVL7bYAG,001RB00001VTrGlYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン＿2025年12月ご利用分,1,11000,11000
a01RB00001VdyfbYAB,INVL-0000000060,a00RB000024Ux4lYAC,a04RB00000kVL7bYAG,001RB00001VTrGlYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン＿2026年1月ご利用分,1,11000,11000
a01RB00001VdyfcYAB,INVL-0000000061,a00RB000024Ux4lYAC,a04RB00000kVL7bYAG,001RB00001VTrGlYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン＿2026年2月ご利用分,1,11000,11000
a01RB00001VdyfdYAB,INVL-0000000062,a00RB000024Ux4lYAC,a04RB00000kVL7bYAG,001RB00001VTrGlYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン＿2026年3月ご利用分,1,11000,11000
a01RB00001VdyfeYAB,INVL-0000000063,a00RB000024Ux4mYAC,a04RB00000kVL7RYAW,001RB00001VTqidYAD,a0CRB0000CcXZ6x2QG,受託開発,false,ワークショップ実施・技術助言書の提供(事前共有),1,250000,250000
a01RB00001VdyffYAB,INVL-0000000064,a00RB000024Ux4nYAC,a04RB00000kVL7TYAW,001RB00001VTrlAYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_月額,5,75000,15000
a01RB00001VdyfgYAB,INVL-0000000065,a00RB000024Ux4oYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6x2QG,受託開発,false,VISIOAL_ベーシックプラン,1,70000,70000
a01RB00001VdyfhYAB,INVL-0000000066,a00RB000024Ux4oYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6d2QG,Rendery セキュリティオプション(IP制限)_運用費用,true,詳細整合（インテリア）,1,25000,25000
a01RB00001VdyfiYAB,INVL-0000000067,a00RB000024Ux4oYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6x2QG,受託開発,false,既存写真との整合（インテリア）,1,20000,20000
a01RB00001VdyfjYAB,INVL-0000000068,a00RB000024Ux4oYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6d2QG,Rendery セキュリティオプション(IP制限)_運用費用,true,図面整合用モデリング,1,25000,25000
a01RB00001VdyfkYAB,INVL-0000000069,a00RB000024Ux4oYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6x2QG,受託開発,false,デモ確認,1,20000,20000
a01RB00001VdyfpYAB,INVL-0000000074,a00RB000024Ux4qYAC,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,AI北斎_ビジュアル作成費用,3,420000,140000
a01RB00001VdyfqYAB,INVL-0000000075,a00RB000024Ux4qYAC,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6e2QG,Rendery セキュリティオプション(ドメイン制限)_初期費用,false,額装,3,150000,50000
a01RB00001VdyfrYAB,INVL-0000000076,a00RB000024Ux4qYAC,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,北斎ディレクション費用,1,450000,450000
a01RB00001VdyfsYAB,INVL-0000000077,a00RB000024Ux4qYAC,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,事務局運営費用,1,850000,850000
a01RB00001VdyfxYAB,INVL-0000000082,a00RB000024Ux4sYAC,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,12,132000,11000
a01RB00001VdyfyYAB,INVL-0000000083,a00RB000024Ux4tYAC,a04RB00000kVL7iYAG,001RB00001VTqUVYA1,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,19,209000,11000
a01RB00001VdyfzYAB,INVL-0000000084,a00RB000024Ux4uYAC,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,12,132000,11000
a01RB00001Vdyg0YAB,INVL-0000000085,a00RB000024Ux4vYAC,a04RB00000kUAQAYA4,001RB00001VTrGkYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001Vdyg1YAB,INVL-0000000086,a00RB000024Ux4wYAC,a04RB00000kUAOfYAO,001RB00001VTqxsYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,5,40000,8000
a01RB00001Vdyg2YAB,INVL-0000000087,a00RB000024Ux4xYAC,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン10アカウント_月額,10,150000,15000
a01RB00001Vdyg3YAB,INVL-0000000088,a00RB000024Ux4xYAC,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用_月額,1,100000,100000
a01RB00001Vdyg4YAB,INVL-0000000089,a00RB000024Ux4yYAC,a04RB00000kUAOgYAO,001RB00001VTqy1YAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001Vdyg5YAB,INVL-0000000090,a00RB000024Ux4zYAC,a04RB00000kUAQ9YAO,001RB00001VTqatYAD,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン,1,55000,55000
a01RB00001Vdyg6YAB,INVL-0000000091,a00RB000024Ux50YAC,a04RB00000kUAOpYAO,001RB00001VTqW8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_3アカウント_月額費用,3,24000,8000
a01RB00001Vdyg7YAB,INVL-0000000092,a00RB000024Ux51YAC,a04RB00000kUAOhYAO,001RB00001VTr0hYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額費用,1,8000,8000
a01RB00001Vdyg8YAB,INVL-0000000093,a00RB000024Ux52YAC,a04RB00000kUAQCYA4,001RB00001VTrkYYAT,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン(月額),1,55000,55000
a01RB00001Vdyg9YAB,INVL-0000000094,a00RB000024Ux53YAC,a04RB00000kUAQBYA4,001RB00001VTtIiYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdygAYAR,INVL-0000000095,a00RB000024Ux54YAC,a04RB00000kUAOtYAO,001RB00001VTrkRYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,2,16000,8000
a01RB00001VdygBYAR,INVL-0000000096,a00RB000024Ux55YAC,a04RB00000kUAP0YAO,001RB00001VTrI5YAL,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン5アカウント_月額,5,75000,15000
a01RB00001VdygCYAR,INVL-0000000097,a00RB000024Ux56YAC,a04RB00000kUAQ0YAO,001RB00001VTtIfYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdygDYAR,INVL-0000000098,a00RB000024Ux57YAC,a04RB00000kUAPzYAO,001RB00001VTqfsYAD,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VdygEYAR,INVL-0000000099,a00RB000024Ux58YAC,a04RB00000kVL7fYAG,001RB00001VTtIeYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン,1,11000,11000
a01RB00001VdygFYAR,INVL-0000000100,a00RB000024Ux59YAC,a04RB00000kUAPxYAO,001RB00001VTtIdYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,KnockKnockAI_Basicプラン(月額),1,11000,11000
a01RB00001VdygGYAR,INVL-0000000101,a00RB000024Ux5AYAS,a04RB00000kVL7ZYAW,001RB00001VTtIcYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VeDdhYAF,INVL-0000000102,a00RB000024Ux5BYAS,a04RB00000kVL7QYAW,001RB00001VTtIZYA1,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン,1,11000,11000
a01RB00001VeDdiYAF,INVL-0000000103,a00RB000024Ux5CYAS,a04RB00000kUAPnYAO,001RB00001VTqaKYAT,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン,1,11000,11000
a01RB00001VeDdjYAF,INVL-0000000104,a00RB000024Ux5DYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_10アカウント_月額,10,150000,15000
a01RB00001VeDdkYAF,INVL-0000000105,a00RB000024Ux5DYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_月額,1,100000,100000
a01RB00001VeDdlYAF,INVL-0000000106,a00RB000024Ux5DYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6g2QG,Rendery セキュリティオプション+_初期費用,false,セキュリティオプション+_初期コスト,1,350000,350000
a01RB00001VeDdmYAF,INVL-0000000107,a00RB000024Ux5EYAS,a04RB00000kVL7VYAW,001RB00001VTqgBYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用(12ヶ月分),1,100000,100000
a01RB00001VeDdnYAF,INVL-0000000108,a00RB000024Ux5EYAS,a04RB00000kVL7VYAW,001RB00001VTqgBYAT,a0CRB0000CcXZ6Z2QW,[年払] Rendery Enterpriseプラン,false,Rendery Enterpriseプラン_年払い,3,504000,168000
a01RB00001VeDdoYAF,INVL-0000000109,a00RB000024Ux5FYAS,a04RB00000kVL7VYAW,001RB00001VTqgBYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用(12ヶ月分),1,100000,100000
a01RB00001VeDdpYAF,INVL-0000000110,a00RB000024Ux5FYAS,a04RB00000kVL7VYAW,001RB00001VTqgBYAT,a0CRB0000CcXZ6Z2QW,[年払] Rendery Enterpriseプラン,false,Rendery Enterpriseプラン_年払い,7,1176000,168000
a01RB00001VeDdqYAF,INVL-0000000111,a00RB000024Ux5GYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_10アカウント_月額,10,150000,15000
a01RB00001VeDdrYAF,INVL-0000000112,a00RB000024Ux5GYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6a2QG,Rendery セキュリティオプション(SSO)_初期費用,false,Rendery(Enterprise用)・セキュリティオプション(シングルサインオン)・初期コスト,1,100000,100000
a01RB00001VeDdsYAF,INVL-0000000113,a00RB000024Ux5GYAS,a04RB00000kVL7jYAG,001RB00001VTCYEYA5,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,セキュリティオプション（シングルサインオン）_月額,1,30000,30000
a01RB00001VeDdtYAF,INVL-0000000114,a00RB000024Ux5HYAS,a04RB00000kUAPEYA4,001RB00001VTqU8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001VeDduYAF,INVL-0000000115,a00RB000024Ux5IYAS,a04RB00000kUAP3YAO,001RB00001VTqeXYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001VeDdvYAF,INVL-0000000116,a00RB000024Ux5JYAS,a04RB00000kVL7OYAW,001RB00001VTrkUYAT,a0CRB0000CcXZ6x2QG,受託開発,false,,1,0,
a01RB00001VeDdwYAF,INVL-0000000117,a00RB000024Ux5KYAS,a04RB00000kUAOAYA4,001RB00001VTruAYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery_Enterpriseプラン,15,225000,15000
a01RB00001VeDdxYAF,INVL-0000000118,a00RB000024Ux5LYAS,a04RB00000kUANdYAO,001RB00001VTqlYYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery（月額）,8,64000,8000
